firstSim,secondSim
0.14285715,0.08139535
0.13333334,0.16666667
0.14285715,0.05319149
0.14285715,0.18681319
0.14285715,0.05376344
0.14285715,0.05376344
0.1,0.144
0.14285715,0.08045977
0.14285715,0.14583333
0.14285715,0.20535715
0.14285715,0.056818184
0.14285715,0.07857143
0.14285715,0.20769231
0.14285715,0.082474224
0.14285715,0.082474224
0.14285715,0.09375
0.03448276,0.05376344
0.14285715,0.09677419
0.14285715,0.091603056
0.048780486,0.048780486
0.14285715,0.07272727
0.14285715,0.14150943
0.11111111,0.16049382
0.13333334,0.09756097
0.08,0.22429906
0.14285715,0.1484375
0.09090909,0.18681319
0.14285715,0.1641791
0.11764706,0.1657754
0.14285715,0.11956522
0.14285715,0.136
0.10526316,0.16666667
0.14285715,0.20422535
0.14285715,0.24175824
0.10526316,0.136
0.13333334,0.09677419
0.10526316,0.12962963
0.14285715,0.136
0.14285715,0.055555556
0.14285715,0.11764706
0.14285715,0.120300755
0.11111111,0.12790698
0.14285715,0.045454547
0.14285715,0.08547009
0.13333334,0.18536586
0.14285715,0.19753087
0.14285715,0.13907285
0.10526316,0.21052632
0.14285715,0.15671642
0.14285715,0.18235295
0.14285715,0.055555556
0.14285715,0.09677419
0.13333334,0.22068965
0.13333334,0.13725491
0.14285715,0.093023255
0.14285715,0.14432989
0.14285715,0.08139535
0.14285715,0.16666667
0.14285715,0.16233766
0.45454547,0.048780486
0.14285715,0.18367347
0.11111111,0.136
0.14285715,0.11627907
0.14285715,0.21287128
0.14285715,0.16666667
0.13333334,0.19730942
0.1,0.09756097
0.13333334,0.09009009
0.23076923,0.3655914
0.14285715,0.097222224
0.14285715,0.10465116
0.14285715,0.14432989
0.10526316,0.22
0.14285715,0.08783784
0.1,0.11956522
0.14285715,0.08163265
0.060606062,0.15328467
0.14285715,0.057692308
0.14285715,0.22285715
0.13333334,0.10526316
0.14285715,0.136
0.14285715,0.104166664
0.14285715,0.048780486
0.074074075,0.09677419
0.14285715,0.048780486
0.14285715,0.18128654
0.14285715,0.105882354
0.14285715,0.14432989
0.14285715,0.16363636
0.14285715,0.048780486
0.14285715,0.15315315
0.14285715,0.04587156
0.11764706,0.05376344
0.14285715,0.089108914
0.14285715,0.11764706
0.14285715,0.08139535
0.14285715,0.15384616
0.14285715,0.12371134
0.08695652,0.136
0.14285715,0.057692308
0.14285715,0.18681319
0.14285715,0.085365854
0.14285715,0.21538462
0.14285715,0.06122449
0.11111111,0.08695652
0.14285715,0.10526316
0.13333334,0.097087376
0.14285715,0.171875
0.45454547,0.21568628
0.14285715,0.10465116
0.14285715,0.2601626
0.06451613,0.16666667
0.14285715,0.136
0.125,0.103626944
0.07692308,0.18235295
0.14285715,0.08547009
0.14285715,0.136
0.14285715,0.054347824
0.14285715,0.14432989
0.14285715,0.11627907
0.071428575,0.10404624
0.08695652,0.14782609
0.10526316,0.20564516
0.14285715,0.1641791
0.06896552,0.05376344
0.10526316,0.055555556
0.14285715,0.0754717
0.14285715,0.15827338
0.14285715,0.05376344
0.14285715,0.24637681
0.11111111,0.2137931
0.14285715,0.09375
0.14285715,0.048076924
0.08695652,0.13533835
0.14285715,0.07236842
0.14285715,0.1826923
0.125,0.08130081
0.125,0.048780486
0.14285715,0.12820514
0.14285715,0.052083332
0.14285715,0.26229507
0.14285715,0.048780486
0.14285715,0.048780486
0.14285715,0.07619048
0.14285715,0.22413793
0.04347826,0.05376344
0.14285715,0.11851852
0.14285715,0.17532468
0.14285715,0.2010582
0.1,0.11851852
0.083333336,0.1369863
0.10526316,0.0882353
0.13333334,0.042735044
0.14285715,0.16494845
0.14285715,0.094339624
0.14285715,0.17261904
0.0952381,0.05376344
0.125,0.12
0.14285715,0.16666667
0.14285715,0.116504855
0.14285715,0.082474224
0.14285715,0.093457945
0.14285715,0.10465116
0.10526316,0.054945055
0.10526316,0.057692308
0.125,0.20125785
0.14285715,0.05263158
0.13333334,0.08045977
0.14285715,0.1440678
0.14285715,0.15060242
0.09090909,0.048780486
0.14285715,0.05376344
0.125,0.13636364
0.14285715,0.15503876
0.14285715,0.097087376
0.14285715,0.12698413
0.14285715,0.090322584
0.1,0.05376344
0.14285715,0.21774194
0.14285715,0.054945055
0.14285715,0.09090909
0.07692308,0.17431192
0.14285715,0.12727273
0.13333334,0.16666667
0.14285715,0.10619469
0.13333334,0.13483146
0.14285715,0.15315315
0.14285715,0.15263158
0.14285715,0.20952381
0.14285715,0.17040358
0.14285715,0.10526316
0.45454547,0.048780486
0.14285715,0.045454547
0.14285715,0.09677419
0.14285715,0.21678321
0.14285715,0.11764706
0.13333334,0.086021505
0.14285715,0.045454547
0.14285715,0.2
0.10526316,0.20786516
0.14285715,0.048780486
0.45454547,0.05785124
0.23076923,0.27669904
0.14285715,0.2585034
0.23076923,0.04385965
0.21428572,0.040983606
0.10526316,0.06666667
0.10526316,0.08219178
0.23076923,0.040983606
0.13333334,0.04310345
0.14285715,0.06666667
0.23076923,0.08695652
0.14285715,0.06666667
0.125,0.04310345
0.14285715,0.057971016
0.23076923,0.046728972
0.23076923,0.042372882
0.14285715,0.044247787
0.21428572,0.040983606
0.14285715,0.05982906
0.14285715,0.114503816
0.23076923,0.117117114
0.13333334,0.13333334
0.14285715,0.06666667
0.06896552,0.07281554
0.14285715,0.06666667
0.14285715,0.03809524
0.2,0.03809524
0.14285715,0.07462686
0.23076923,0.045045044
0.14285715,0.03809524
0.14285715,0.042735044
0.23076923,0.05691057
0.14285715,0.049586777
0.14285715,0.08759124
0.10526316,0.07281554
0.13333334,0.12676056
0.14285715,0.03809524
0.14285715,0.10185185
0.23076923,0.27669904
0.14285715,0.03809524
0.14285715,0.27407408
0.14285715,0.03809524
0.16666667,0.04385965
0.14285715,0.03809524
0.23076923,0.27669904
0.14285715,0.04310345
0.14285715,0.07462686
0.23076923,0.040983606
0.23076923,0.03809524
0.14285715,0.24884793
0.6,0.40983605
0.6,0.03809524
0.23076923,0.16363636
0.23076923,0.03809524
0.14285715,0.03809524
0.14285715,0.03809524
0.14285715,0.22950819
0.14285715,0.07619048
0.11111111,0.273743
0.6,0.03809524
0.14285715,0.03809524
0.16666667,0.03809524
0.23076923,0.09821428
0.14285715,0.04310345
0.23076923,0.0754717
0.14285715,0.03809524
0.23076923,0.03809524
0.14285715,0.09219858
0.10526316,0.03809524
0.14285715,0.03809524
0.2,0.03809524
0.23076923,0.10185185
0.13333334,0.04347826
0.21428572,0.07619048
0.14285715,0.03809524
0.23076923,0.16363636
0.6,0.03809524
0.14285715,0.03809524
0.11764706,0.108333334
0.11764706,0.03809524
0.14285715,0.03809524
0.14285715,0.03809524
0.14285715,0.03809524
0.08,0.045045044
0.14285715,0.03809524
0.083333336,0.03809524
0.13333334,0.06481481
0.10526316,0.21678321
0.14285715,0.04464286
0.13333334,0.04464286
0.14285715,0.03809524
0.14285715,0.03809524
0.11111111,0.10236221
0.14285715,0.13725491
0.0952381,0.03809524
0.14285715,0.04385965
0.14285715,0.0990991
0.08,0.03809524
0.14285715,0.045045044
0.14285715,0.13725491
0.13333334,0.03809524
0.14285715,0.1409396
0.06896552,0.03809524
0.14285715,0.03809524
0.13333334,0.034246575
0.14285715,0.03809524
0.14285715,0.13725491
0.14285715,0.10880829
0.14285715,0.084745765
0.14285715,0.09774436
0.14285715,0.1904762
0.14285715,0.08943089
0.45454547,0.07826087
0.11111111,0.04310345
0.14285715,0.12096774
0.125,0.11764706
0.14285715,0.05035971
0.06666667,0.0625
0.14285715,0.0546875
0.14285715,0.037593983
0.14285715,0.2016129
0.45454547,0.1875
0.14285715,0.042372882
0.1,0.09859155
0.14285715,0.19917013
0.10526316,0.33082706
0.14285715,0.18631178
0.14285715,0.06363636
0.10526316,0.03809524
0.10526316,0.16666667
0.14285715,0.053435113
0.14285715,0.0859375
0.14285715,0.05882353
0.14285715,0.09821428
0.14285715,0.054054055
0.14285715,0.06481481
0.14285715,0.13445379
0.14285715,0.1182266
0.14285715,0.13138686
0.14285715,0.08035714
0.14285715,0.052238807
0.125,0.049586777
0.125,0.09774436
0.14285715,0.12565444
0.14285715,0.1574074
0.10526316,0.13571429
0.14285715,0.13445379
0.11764706,0.056737587
0.14285715,0.065989845
0.14285715,0.04310345
0.14285715,0.084745765
0.14285715,0.10843374
0.14285715,0.062015504
0.14285715,0.037593983
0.14285715,0.06923077
0.14285715,0.16778524
0.14285715,0.06349207
0.14285715,0.0625
0.10526316,0.04310345
0.33333334,0.10828026
0.14285715,0.1119403
0.14285715,0.20512821
0.13333334,0.17910448
0.14285715,0.19127516
0.14285715,0.26946107
0.10526316,0.18327974
0.11111111,0.1119403
0.14285715,0.04310345
0.15,0.17261904
0.083333336,0.1328125
0.45454547,0.0625
0.33333334,0.060869563
0.13333334,0.33082706
0.14285715,0.0952381
0.14285715,0.13099042
0.14285715,0.14569536
0.14285715,0.08391608
0.14285715,0.04385965
0.14285715,0.09210526
0.14285715,0.1904762
0.45454547,0.116564415
0.125,0.20437956
0.14285715,0.2585034
0.14285715,0.112676054
0.14285715,0.13725491
0.04,0.76865673
0.14285715,0.03809524
0.10526316,0.16964285
0.14285715,0.06666667
0.125,0.09489051
0.14285715,0.14569536
0.14285715,0.04310345
0.14285715,0.0647482
0.14285715,0.03809524
0.33333334,0.119266056
0.14285715,0.13571429
0.33333334,0.07079646
0.14285715,0.14473684
0.045454547,0.1744186
0.14285715,0.047244094
0.125,0.047244094
0.14285715,0.22834645
0.14285715,0.09090909
0.14285715,0.14473684
0.14285715,0.19018404
0.45454547,0.12987013
0.14285715,0.06842105
0.33333334,0.03809524
0.14285715,0.049586777
0.14285715,0.19018404
0.14285715,0.15436241
0.14285715,0.13076924
0.13333334,0.17857143
0.45454547,0.9809524
0.1,0.1744186
0.13333334,0.13636364
0.14285715,0.18987341
0.14285715,0.074074075
0.05882353,0.04310345
0.14285715,0.06153846
0.14285715,0.1744186
0.10526316,0.16877638
0.14285715,0.09565217
0.11111111,0.13445379
0.08695652,0.21428572
0.14285715,0.18322982
0.13333334,0.2016129
0.14285715,0.09090909
0.125,0.052238807
0.14285715,0.13445379
0.13333334,0.16964285
0.14285715,0.15068494
0.14285715,0.047244094
0.14285715,0.09558824
0.14285715,0.22834645
0.14285715,0.062015504
0.14285715,0.06363636
0.14285715,0.037593983
0.10526316,0.037037037
0.13636364,0.06504065
0.14285715,0.2556391
0.14285715,0.17741935
0.14285715,0.074074075
0.23076923,0.08547009
0.14285715,0.16806723
0.14285715,0.03809524
0.33333334,0.07339449
0.14285715,0.19127516
0.14285715,0.15228426
0.14285715,0.17741935
0.125,0.1030303
0.13333334,0.15384616
0.14285715,0.23214285
0.14285715,0.042372882
0.14285715,0.24338624
0.10526316,0.33082706
0.14285715,0.17791411
0.14285715,0.13445379
0.14285715,0.10769231
0.14285715,0.06666667
0.14285715,0.0955414
0.14285715,0.13571429
0.14285715,0.08510638
0.11764706,0.15267175
0.14285715,0.13445379
0.14285715,0.0625
0.33333334,0.13571429
0.14285715,0.13445379
0.055555556,0.03809524
0.14285715,0.06422018
0.09090909,0.03809524
0.13333334,0.16292135
0.14285715,0.15384616
0.14285715,0.09259259
0.071428575,0.04310345
0.125,0.1863354
0.14285715,0.14345992
0.45454547,0.34736842
0.14285715,0.074074075
0.14285715,0.080882356
0.14285715,0.04
0.14285715,0.042735044
0.14285715,0.037593983
0.13333334,0.16964285
0.11764706,0.042735044
0.14285715,0.21
0.14285715,0.2173913
0.10526316,0.047945205
0.14285715,0.14925373
0.14285715,0.17226891
0.14285715,0.046153847
0.13333334,0.088
0.14285715,0.19018404
0.14285715,0.072072074
0.09090909,0.23766816
0.13333334,0.29850745
0.14285715,0.09489051
0.14285715,0.06422018
0.13333334,0.13445379
0.14285715,0.042735044
0.14285715,0.16964285
0.33333334,0.04310345
0.14285715,0.04310345
0.1,0.1369863
0.14285715,0.07339449
0.14285715,0.14634146
0.14285715,0.1969697
0.14285715,0.045045044
0.14285715,0.0875
0.14285715,0.2080537
0.14285715,0.084745765
0.14285715,0.10344828
0.33333334,0.10344828
0.03448276,0.04310345
0.33333334,0.13571429
0.33333334,0.1292517
0.048780486,0.03809524
0.14285715,0.052238807
0.14285715,0.14718615
0.11111111,0.17222223
0.13333334,0.112676054
0.08,0.22222222
0.14285715,0.16438356
0.09090909,0.16964285
0.14285715,0.19333333
0.11764706,0.21717171
0.14285715,0.11707317
0.14285715,0.17857143
0.10526316,0.13445379
0.14285715,0.19018404
0.14285715,0.12396694
0.10526316,0.17857143
0.13333334,0.13571429
0.10526316,0.1328125
0.14285715,0.17857143
0.14285715,0.044247787
0.14285715,0.10280374
0.14285715,0.13907285
0.11111111,0.11111111
0.14285715,0.037593983
0.14285715,0.09489051
0.13333334,0.21461187
0.23076923,0.23295455
0.14285715,0.1746988
0.3125,0.3018868
0.14285715,0.15584415
0.14285715,0.17277487
0.14285715,0.044247787
0.14285715,0.13571429
0.13333334,0.2820513
0.13333334,0.13872832
0.14285715,0.06363636
0.14285715,0.08943089
0.14285715,0.074074075
0.14285715,0.13445379
0.14285715,0.1744186
0.14285715,0.03809524
0.23076923,0.25477707
0.11111111,0.17857143
0.14285715,0.10185185
0.14285715,0.19111112
0.14285715,0.13445379
0.13333334,0.25
0.1,0.112676054
0.13333334,0.06666667
0.14285715,0.11111111
0.14285715,0.13125
0.14285715,0.07272727
0.14285715,0.08943089
0.10526316,0.27160493
0.14285715,0.08235294
0.29411766,0.11707317
0.14285715,0.0661157
0.060606062,0.17532468
0.14285715,0.047244094
0.45454547,0.76865673
0.13333334,0.1119403
0.14285715,0.17857143
0.14285715,0.112068966
0.14285715,0.03809524
0.074074075,0.13571429
0.23076923,0.03809524
0.14285715,0.23626374
0.33333334,0.07339449
0.14285715,0.08943089
0.14285715,0.20350876
0.33333334,0.03809524
0.14285715,0.15267175
0.14285715,0.03787879
0.11764706,0.04310345
0.14285715,0.108333334
0.14285715,0.10280374
0.14285715,0.06422018
0.14285715,0.10344828
0.45454547,0.12820514
0.08695652,0.17857143
0.14285715,0.047244094
0.14285715,0.16964285
0.14285715,0.06666667
0.14285715,0.18300654
0.14285715,0.049586777
0.25,0.09821428
0.14285715,0.1119403
0.13333334,0.088
0.14285715,0.15333334
0.14285715,0.16666667
0.33333334,0.07272727
0.14285715,0.3283582
0.06451613,0.13445379
0.14285715,0.17857143
0.125,0.11848341
0.07692308,0.17277487
0.14285715,0.09489051
0.14285715,0.17857143
0.14285715,0.04347826
0.14285715,0.08943089
0.14285715,0.10185185
0.071428575,0.13227513
0.08695652,0.11510792
0.10526316,0.23371647
0.14285715,0.19333333
0.06896552,0.04310345
0.10526316,0.044247787
0.14285715,0.062015504
0.14285715,0.07602339
0.14285715,0.04310345
0.14285715,0.29139072
0.11111111,0.19161677
0.14285715,0.10344828
0.14285715,0.03937008
0.13636364,0.14473684
0.14285715,0.06285714
0.14285715,0.28708133
0.125,0.06122449
0.125,0.03809524
0.14285715,0.13138686
0.14285715,0.042016808
0.14285715,0.33082706
0.14285715,0.03809524
0.14285715,0.03809524
0.14285715,0.0625
0.45454547,0.31196582
0.04347826,0.04310345
0.14285715,0.094339624
0.14285715,0.18604651
0.14285715,0.23152709
0.1,0.094339624
0.083333336,0.13173653
0.10526316,0.09836066
0.13333334,0.035714287
0.14285715,0.1724138
0.33333334,0.12096774
0.14285715,0.1764706
0.0952381,0.04310345
0.125,0.13017751
0.14285715,0.15555556
0.14285715,0.078125
0.14285715,0.084745765
0.33333334,0.12
0.14285715,0.07272727
0.10526316,0.04385965
0.10526316,0.047244094
0.125,0.2159091
0.45454547,0.042372882
0.13333334,0.07339449
0.14285715,0.16176471
0.14285715,0.18232045
0.05882353,0.03809524
0.14285715,0.04310345
0.125,0.14569536
0.14285715,0.21132076
0.14285715,0.088
0.14285715,0.13793103
0.14285715,0.084745765
0.1,0.04310345
0.23076923,0.29850745
0.14285715,0.04385965
0.14285715,0.06504065
0.05,0.17226891
0.14285715,0.13076924
0.13333334,0.13445379
0.14285715,0.11278196
0.13333334,0.117117114
0.14285715,0.15267175
0.23076923,0.2284264
0.14285715,0.1904762
0.14285715,0.19831224
0.14285715,0.1119403
0.14285715,0.03809524
0.14285715,0.037593983
0.14285715,0.13571429
0.14285715,0.2628205
0.14285715,0.09375
0.21428572,0.10714286
0.14285715,0.037593983
0.14285715,0.12598425
0.10526316,0.25925925
0.14285715,0.03809524
0.23076923,0.057803467
0.14285715,0.071428575
0.23076923,0.39285713
0.21428572,0.46875
0.10526316,0.18518518
0.10526316,0.21875
0.23076923,0.46875
0.13333334,0.5185185
0.14285715,0.18518518
0.23076923,0.20689656
0.14285715,0.18518518
0.125,0.5185185
0.14285715,0.24528302
0.23076923,0.28
0.23076923,0.4827586
0.14285715,0.4074074
0.21428572,0.46875
0.14285715,0.41935483
0.14285715,0.13793103
0.23076923,0.12820514
0.13333334,0.14705883
0.14285715,0.18518518
0.06896552,0.11023622
0.14285715,0.18518518
0.14285715,0.16
0.2,0.16
0.14285715,0.20754717
0.23076923,0.44
0.14285715,0.16
0.14285715,0.3548387
0.23076923,0.8518519
0.14285715,0.11904762
0.14285715,0.21052632
0.10526316,0.11023622
0.13333334,0.13475177
0.14285715,0.16
0.14285715,0.14705883
0.23076923,0.057803467
0.14285715,0.16
0.14285715,0.08235294
0.14285715,0.16
0.16666667,0.44444445
0.14285715,0.16
0.23076923,0.057803467
0.14285715,0.4642857
0.14285715,0.20754717
0.23076923,0.46875
0.23076923,0.16
0.14285715,0.055248618
0.45454547,0.08235294
0.45454547,0.16
0.23076923,0.11627907
0.23076923,0.16
0.14285715,0.16
0.14285715,0.16
0.14285715,0.11111111
0.14285715,0.17857143
0.11111111,0.072463766
0.45454547,0.16
0.14285715,0.16
0.16666667,0.16
0.23076923,0.3030303
0.14285715,0.4642857
0.23076923,0.1724138
0.14285715,0.16
0.23076923,0.16
0.14285715,0.21311475
0.10526316,0.16
0.14285715,0.16
0.2,0.16
0.23076923,0.14705883
0.13333334,0.37931034
0.21428572,0.17857143
0.14285715,0.16
0.23076923,0.11627907
0.45454547,0.16
0.14285715,0.16
0.11764706,0.12765957
0.11764706,0.16
0.14285715,0.16
0.14285715,0.16
0.14285715,0.16
0.08,0.2857143
0.14285715,0.16
0.083333336,0.16
0.13333334,0.16666667
0.10526316,0.08045977
0.14285715,0.19354838
0.13333334,0.19354838
0.14285715,0.16
0.14285715,0.16
0.11111111,0.09090909
0.14285715,0.175
0.0952381,0.16
0.14285715,0.2580645
0.14285715,0.13513513
0.08,0.16
0.14285715,0.2
0.14285715,0.175
0.13333334,0.16
0.14285715,0.06122449
0.06896552,0.16
0.14285715,0.16
0.13333334,0.12698413
0.14285715,0.16
0.14285715,0.175
0.14285715,0.14529915
0.14285715,0.11627907
0.14285715,0.08196721
0.14285715,0.11111111
0.14285715,0.10204082
0.6,0.12820514
0.11111111,0.41379312
0.14285715,0.3409091
0.125,0.19736843
0.14285715,0.24528302
0.06666667,0.15053764
0.14285715,0.25
0.14285715,0.2888889
0.14285715,0.11290322
0.6,0.1521739
0.14285715,0.38709676
0.1,0.07042254
0.14285715,0.077319585
0.10526316,0.07777778
0.14285715,0.06912442
0.14285715,0.15625
0.10526316,0.16
0.10526316,0.13207547
0.14285715,0.2888889
0.14285715,0.09259259
0.14285715,0.084745765
0.14285715,0.13157895
0.14285715,0.15625
0.14285715,0.16666667
0.14285715,0.14583333
0.14285715,0.10526316
0.14285715,0.25
0.14285715,0.1388889
0.14285715,0.08928572
0.125,0.11904762
0.125,0.08196721
0.14285715,0.15384616
0.14285715,0.09677419
0.10526316,0.14492753
0.14285715,0.14583333
0.11764706,0.23214285
0.14285715,0.11111111
0.14285715,0.41379312
0.14285715,0.11627907
0.14285715,0.101123594
0.14285715,0.09615385
0.14285715,0.2888889
0.14285715,0.09259259
0.14285715,0.08045977
0.14285715,0.10204082
0.14285715,0.14705883
0.10526316,0.41379312
0.33333334,0.08045977
0.14285715,0.11290322
0.14285715,0.080213904
0.13333334,0.09859155
0.14285715,0.026119404
0.14285715,0.1092437
0.10526316,0.06666667
0.11111111,0.11290322
0.14285715,0.41379312
0.15,0.13592233
0.083333336,0.12068965
0.6,0.14705883
0.33333334,0.13513513
0.13333334,0.07777778
0.14285715,0.094339624
0.14285715,0.0703125
0.14285715,0.17721519
0.14285715,0.10294118
0.14285715,0.39285713
0.14285715,0.16216215
0.14285715,0.11111111
0.6,0.10869565
0.125,0.08974359
0.14285715,0.071428575
0.14285715,0.21875
0.14285715,0.08045977
0.04,0.046666667
0.14285715,0.16
0.10526316,0.1590909
0.14285715,0.11627907
0.125,0.07692308
0.14285715,0.17721519
0.14285715,0.36666667
0.14285715,0.33333334
0.14285715,0.16
0.33333334,0.13513513
0.14285715,0.234375
